Hospital Name,Hospital ID,State,Avg Annual Admissions,Avg Expected Readmission Rate,Avg Annual Readmissions
MERCY GILBERT MEDICAL CENTER,30119,Arizona,101,22.4914,20
MERCY GILBERT MEDICAL CENTER,30119,Arizona,46,20.4091,8
MERCY GILBERT MEDICAL CENTER,30119,Arizona,177,16.8807,27
MERCY GILBERT MEDICAL CENTER,30119,Arizona,49,13.2098,6
"MOUNTAIN VISTA MEDICAL CENTER, LP",30121,Arizona,45,20.782,9
"MOUNTAIN VISTA MEDICAL CENTER, LP",30121,Arizona,50,15.0371,7
"MOUNTAIN VISTA MEDICAL CENTER, LP",30121,Arizona,57,13.993,5
BANNER GATEWAY MEDICAL CENTER,30122,Arizona,99,17.698,19
BANNER GATEWAY MEDICAL CENTER,30122,Arizona,36,20.9999,4
HONOR HEALTH THOMPSON PEAK MEDICAL CENTER,30123,Arizona,187,3.67,7
HONOR HEALTH THOMPSON PEAK MEDICAL CENTER,30123,Arizona,99,15.0071,14
HONOR HEALTH THOMPSON PEAK MEDICAL CENTER,30123,Arizona,81,19.845,15
HONOR HEALTH THOMPSON PEAK MEDICAL CENTER,30123,Arizona,31,18.2366,5
HONOR HEALTH THOMPSON PEAK MEDICAL CENTER,30123,Arizona,40,12.1077,6
BANNER IRONWOOD MEDICAL CENTER,30130,Arizona,46,14.6896,9
O.A.S.I.S. HOSPITAL,30131,Arizona,744,3.3967,18
BANNER GOLDFIELD MEDICAL CENTER,30134,Arizona,28,15.0926,5
SANTA CRUZ VALLEY REGIONAL HOSPITAL,30137,Arizona,34,13.0392,5
SILOAM SPRINGS REGIONAL HOSPITAL,40001,Arkansas,20,19.4037,4
JOHNSON REGIONAL MEDICAL CENTER,40002,Arkansas,14,18.7414,4
JOHNSON REGIONAL MEDICAL CENTER,40002,Arkansas,23,17.4612,5
JOHNSON REGIONAL MEDICAL CENTER,40002,Arkansas,20,12.6493,4
WASHINGTON REGIONAL MEDICAL CENTER,40004,Arkansas,160,3.665,4
WASHINGTON REGIONAL MEDICAL CENTER,40004,Arkansas,195,20.5793,34
WASHINGTON REGIONAL MEDICAL CENTER,40004,Arkansas,51,20.2953,8
WASHINGTON REGIONAL MEDICAL CENTER,40004,Arkansas,144,16.1204,17
WASHINGTON REGIONAL MEDICAL CENTER,40004,Arkansas,66,14.1637,5
WASHINGTON REGIONAL MEDICAL CENTER,40004,Arkansas,39,12.1352,5
CHI-ST VINCENT INFIRMARY,40007,Arkansas,186,20.6857,39
CHI-ST VINCENT INFIRMARY,40007,Arkansas,33,19.0877,7
CHI-ST VINCENT INFIRMARY,40007,Arkansas,113,17.039,23
CHI-ST VINCENT INFIRMARY,40007,Arkansas,93,13.8982,17
CHI-ST VINCENT INFIRMARY,40007,Arkansas,91,10.9048,9
MERCY HOSPITAL NORTHWEST ARKANSAS,40010,Arkansas,128,16.5921,16
MERCY HOSPITAL NORTHWEST ARKANSAS,40010,Arkansas,115,21.7645,22
MERCY HOSPITAL NORTHWEST ARKANSAS,40010,Arkansas,44,19.6686,7
MERCY HOSPITAL NORTHWEST ARKANSAS,40010,Arkansas,57,12.3766,5
CHAMBERS MEMORIAL HOSPITAL,40011,Arkansas,37,20.9638,8
CHAMBERS MEMORIAL HOSPITAL,40011,Arkansas,40,15.992,7
WHITE COUNTY MEDICAL CENTER,40014,Arkansas,206,16.2519,39
WHITE COUNTY MEDICAL CENTER,40014,Arkansas,124,19.3734,27
WHITE COUNTY MEDICAL CENTER,40014,Arkansas,44,14.3229,9
WHITE COUNTY MEDICAL CENTER,40014,Arkansas,136,20.8747,35
MENA REGIONAL HEALTH SYSTEM,40015,Arkansas,18,18.1559,4
UAMS MEDICAL CENTER,40016,Arkansas,89,4.2914,4
UAMS MEDICAL CENTER,40016,Arkansas,30,20.0076,5
UAMS MEDICAL CENTER,40016,Arkansas,131,18.3698,24
UAMS MEDICAL CENTER,40016,Arkansas,73,21.7039,15
NORTH ARKANSAS REGIONAL MEDICAL CENTER,40017,Arkansas,29,18.9877,6
NORTH ARKANSAS REGIONAL MEDICAL CENTER,40017,Arkansas,86,14.0237,13
NORTH ARKANSAS REGIONAL MEDICAL CENTER,40017,Arkansas,28,17.5924,5
FORREST CITY MEDICAL CENTER,40019,Arkansas,22,14.1919,4
ST BERNARDS MEDICAL CENTER,40020,Arkansas,201,16.8473,39
ST BERNARDS MEDICAL CENTER,40020,Arkansas,144,20.8656,36
ST BERNARDS MEDICAL CENTER,40020,Arkansas,63,13.6759,10
ST BERNARDS MEDICAL CENTER,40020,Arkansas,123,19.6439,27
ST BERNARDS MEDICAL CENTER,40020,Arkansas,45,10.0561,6
NORTHWEST MEDICAL CENTER-SPRINGDALE,40022,Arkansas,91,21.4044,19
NORTHWEST MEDICAL CENTER-SPRINGDALE,40022,Arkansas,58,20.0236,9
NORTHWEST MEDICAL CENTER-SPRINGDALE,40022,Arkansas,79,15.4731,13
NORTHWEST MEDICAL CENTER-SPRINGDALE,40022,Arkansas,73,17.3819,9
ST VINCENT HOT SPRINGS,40026,Arkansas,58,17.4238,11
ST VINCENT HOT SPRINGS,40026,Arkansas,205,20.1015,37
ST VINCENT HOT SPRINGS,40026,Arkansas,199,16.8631,29
ST VINCENT HOT SPRINGS,40026,Arkansas,68,12.5189,7
BAXTER REGIONAL MEDICAL CENTER,40027,Arkansas,195,19.0117,36
BAXTER REGIONAL MEDICAL CENTER,40027,Arkansas,88,15.8038,16
BAXTER REGIONAL MEDICAL CENTER,40027,Arkansas,92,12.7647,16
BAXTER REGIONAL MEDICAL CENTER,40027,Arkansas,132,14.6211,20
"CONWAY REGIONAL MEDICAL CENTER, INC",40029,Arkansas,129,16.47,21
"CONWAY REGIONAL MEDICAL CENTER, INC",40029,Arkansas,73,20.7771,15
"CONWAY REGIONAL MEDICAL CENTER, INC",40029,Arkansas,51,17.7903,8
"CONWAY REGIONAL MEDICAL CENTER, INC",40029,Arkansas,84,3.7426,4
"CONWAY REGIONAL MEDICAL CENTER, INC",40029,Arkansas,37,13.0861,5
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,40036,Arkansas,69,17.4441,13
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,40036,Arkansas,76,12.7009,13
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,40036,Arkansas,127,20.3489,26
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,40036,Arkansas,191,15.6866,31
ARKANSAS METHODIST MEDICAL CENTER,40039,Arkansas,39,17.4309,11
ARKANSAS METHODIST MEDICAL CENTER,40039,Arkansas,46,15.0822,8
ARKANSAS METHODIST MEDICAL CENTER,40039,Arkansas,46,19.6479,14
ST MARYS REGIONAL MEDICAL CENTER,40041,Arkansas,68,20.9101,17
ST MARYS REGIONAL MEDICAL CENTER,40041,Arkansas,71,17.4967,14
ST MARYS REGIONAL MEDICAL CENTER,40041,Arkansas,30,21.2294,7
ST MARYS REGIONAL MEDICAL CENTER,40041,Arkansas,32,13.3881,4
FIVE RIVERS MEDICAL CENTER,40047,Arkansas,40,13.2107,7
DREW MEMORIAL HEALTH SYSTEM,40051,Arkansas,80,15.2302,16
DREW MEMORIAL HEALTH SYSTEM,40051,Arkansas,39,17.5999,7
DREW MEMORIAL HEALTH SYSTEM,40051,Arkansas,43,19.2259,9
BAPTIST HEALTH - FORT SMITH,40055,Arkansas,20,12.2765,4
BAPTIST HEALTH - FORT SMITH,40055,Arkansas,118,14.8341,18
BAPTIST HEALTH - FORT SMITH,40055,Arkansas,176,16.9716,30
BAPTIST HEALTH - FORT SMITH,40055,Arkansas,103,20.5354,20
BAPTIST HEALTH - FORT SMITH,40055,Arkansas,203,22.054,41
MERCY HOSPITAL FORT SMITH,40062,Arkansas,162,4.0562,5
MERCY HOSPITAL FORT SMITH,40062,Arkansas,23,11.0184,4
MERCY HOSPITAL FORT SMITH,40062,Arkansas,207,17.528,32
MERCY HOSPITAL FORT SMITH,40062,Arkansas,219,21.4107,41
MERCY HOSPITAL FORT SMITH,40062,Arkansas,81,18.8836,18
MERCY HOSPITAL FORT SMITH,40062,Arkansas,99,13.5673,16
MAGNOLIA HOSPITAL,40067,Arkansas,24,17.9928,5
GREAT RIVER MEDICAL CENTER,40069,Arkansas,17,18.0155,4
JEFFERSON REGIONAL MEDICAL CENTER,40071,Arkansas,100,16.3737,24
JEFFERSON REGIONAL MEDICAL CENTER,40071,Arkansas,116,20.9462,31
JEFFERSON REGIONAL MEDICAL CENTER,40071,Arkansas,50,14.8398,9
JEFFERSON REGIONAL MEDICAL CENTER,40071,Arkansas,55,17.9172,11
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,40072,Arkansas,25,19.3054,4
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,40076,Arkansas,17,17.7902,4
NATIONAL PARK MEDICAL CENTER,40078,Arkansas,132,16.4559,25
NATIONAL PARK MEDICAL CENTER,40078,Arkansas,44,4.0517,5
NATIONAL PARK MEDICAL CENTER,40078,Arkansas,43,13.5073,9
NATIONAL PARK MEDICAL CENTER,40078,Arkansas,36,16.8326,7
NATIONAL PARK MEDICAL CENTER,40078,Arkansas,86,20.9567,24
SALINE MEMORIAL HOSPITAL,40084,Arkansas,57,20.0118,11
SALINE MEMORIAL HOSPITAL,40084,Arkansas,75,14.8355,13
SALINE MEMORIAL HOSPITAL,40084,Arkansas,48,18.3277,9
HELENA REGIONAL MEDICAL CENTER,40085,Arkansas,18,18.151,4
MEDICAL CENTER OF SOUTH ARKANSAS,40088,Arkansas,56,22.0763,9
MEDICAL CENTER OF SOUTH ARKANSAS,40088,Arkansas,41,13.6261,6
MEDICAL CENTER OF SOUTH ARKANSAS,40088,Arkansas,50,16.1315,5
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,40114,Arkansas,106,19.7445,17
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,40114,Arkansas,98,13.4385,11
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,40114,Arkansas,287,16.3133,49
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,40114,Arkansas,220,20.8837,50
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,40114,Arkansas,73,3.984,4
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,40114,Arkansas,61,10.8,6
"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",40118,Arkansas,231,16.1443,48
"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",40118,Arkansas,76,18.5512,17
"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",40118,Arkansas,67,12.8795,10
"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",40118,Arkansas,80,4.1539,6
"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",40118,Arkansas,223,21.0551,51
WHITE RIVER MEDICAL CENTER,40119,Arkansas,53,18.707,10
WHITE RIVER MEDICAL CENTER,40119,Arkansas,71,17.3449,11
WHITE RIVER MEDICAL CENTER,40119,Arkansas,42,13.2558,4
WHITE RIVER MEDICAL CENTER,40119,Arkansas,80,21.4842,16
"ARKANSAS HEART HOSPITAL, LLC",40134,Arkansas,42,15.6475,6
"ARKANSAS HEART HOSPITAL, LLC",40134,Arkansas,33,19.227,5
"ARKANSAS HEART HOSPITAL, LLC",40134,Arkansas,199,20.4168,44
"ARKANSAS HEART HOSPITAL, LLC",40134,Arkansas,143,9.7261,15
"ARKANSAS HEART HOSPITAL, LLC",40134,Arkansas,153,13.0835,21
ST VINCENT MEDICAL CENTER/NORTH,40137,Arkansas,27,16.3456,4
ST VINCENT MEDICAL CENTER/NORTH,40137,Arkansas,32,20.5016,7
ARKANSAS SURGICAL HOSPITAL,40147,Arkansas,697,3.4785,18
WADLEY REGIONAL MEDICAL CENTER AT HOPE,40153,Arkansas,31,14.9924,5
WADLEY REGIONAL MEDICAL CENTER AT HOPE,40153,Arkansas,18,21.6169,6
BAPTIST HEALTH MEDICAL CENTER- CONWAY,40154,Arkansas,60,21.1786,12
BAPTIST HEALTH MEDICAL CENTER- CONWAY,40154,Arkansas,57,16.3658,11
BAPTIST HEALTH MEDICAL CENTER- CONWAY,40154,Arkansas,34,12.4854,4
ST ROSE HOSPITAL,50002,California,59,18.0206,12
ST ROSE HOSPITAL,50002,California,39,21.3217,9
ST ROSE HOSPITAL,50002,California,35,19.505,10
ST ROSE HOSPITAL,50002,California,18,17.6102,5
PROVIDENCE ST JOSEPH HOSPITAL,50006,California,35,22.563,7
PROVIDENCE ST JOSEPH HOSPITAL,50006,California,118,18.3015,20
PROVIDENCE ST JOSEPH HOSPITAL,50006,California,54,14.3886,6
PROVIDENCE ST JOSEPH HOSPITAL,50006,California,108,22.4626,21
PENINSULA MEDICAL CENTER,50007,California,59,15.0992,7
PENINSULA MEDICAL CENTER,50007,California,136,20.5667,17
PENINSULA MEDICAL CENTER,50007,California,28,17.4902,4
PENINSULA MEDICAL CENTER,50007,California,46,14.8658,4
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,50008,California,16,20.935,4
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,50008,California,17,15.5175,4
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,50009,California,96,22.2576,21
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,50009,California,29,23.6749,9
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,50009,California,35,16.5499,8
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,50009,California,79,17.8448,11
ADVENTIST HEALTH ST HELENA,50013,California,60,21.7731,9
ADVENTIST HEALTH ST HELENA,50013,California,56,13.046,5
SUTTER AMADOR HOSPITAL,50014,California,34,18.4721,6
SUTTER AMADOR HOSPITAL,50014,California,52,15.2646,5
MERCY GENERAL HOSPITAL,50017,California,35,22.1629,10
MERCY GENERAL HOSPITAL,50017,California,85,17.9552,16
MERCY GENERAL HOSPITAL,50017,California,42,12.3104,4
MERCY GENERAL HOSPITAL,50017,California,133,21.7704,30
MERCY GENERAL HOSPITAL,50017,California,153,15.4002,21
RIVERSIDE COMMUNITY HOSPITAL,50022,California,87,23.7504,26
RIVERSIDE COMMUNITY HOSPITAL,50022,California,27,21.5167,8
RIVERSIDE COMMUNITY HOSPITAL,50022,California,53,16.8686,11
RIVERSIDE COMMUNITY HOSPITAL,50022,California,90,20.4195,19
PARADISE VALLEY HOSPITAL,50024,California,14,22.2367,5
PARADISE VALLEY HOSPITAL,50024,California,44,20.2778,8
PARADISE VALLEY HOSPITAL,50024,California,39,24.872,12
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,50025,California,162,19.7869,38
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,50025,California,159,22.6109,36
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,50025,California,31,23.5985,6
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,50025,California,80,15.5845,13
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,50025,California,119,4.3059,6
GROSSMONT HOSPITAL,50026,California,119,23.2209,28
GROSSMONT HOSPITAL,50026,California,172,21.0111,30
GROSSMONT HOSPITAL,50026,California,178,17.6417,31
GROSSMONT HOSPITAL,50026,California,50,15.7923,8
MAD RIVER COMMUNITY HOSPITAL,50028,California,31,14.7152,6
OROVILLE HOSPITAL,50030,California,299,17.7969,87
OROVILLE HOSPITAL,50030,California,33,5.9902,5
OROVILLE HOSPITAL,50030,California,120,21.3835,42
OROVILLE HOSPITAL,50030,California,36,21.266,12
OROVILLE HOSPITAL,50030,California,18,16.1871,6
BAKERSFIELD MEMORIAL HOSPITAL,50036,California,45,19.3988,8
BAKERSFIELD MEMORIAL HOSPITAL,50036,California,120,22.0592,25
BAKERSFIELD MEMORIAL HOSPITAL,50036,California,52,15.813,8
BAKERSFIELD MEMORIAL HOSPITAL,50036,California,82,17.3165,13
SANTA CLARA VALLEY MEDICAL CENTER,50038,California,43,19.7689,9
SANTA CLARA VALLEY MEDICAL CENTER,50038,California,156,20.9941,33
SANTA CLARA VALLEY MEDICAL CENTER,50038,California,49,17.1607,12
SANTA CLARA VALLEY MEDICAL CENTER,50038,California,130,17.0663,22
ENLOE MEDICAL CENTER,50039,California,339,16.3484,70
ENLOE MEDICAL CENTER,50039,California,320,20.24,73
ENLOE MEDICAL CENTER,50039,California,288,18.4674,68
ENLOE MEDICAL CENTER,50039,California,138,13.6141,23
ENLOE MEDICAL CENTER,50039,California,49,12.7817,8
ENLOE MEDICAL CENTER,50039,California,322,3.6089,13
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,50040,California,23,22.2249,6
ST ELIZABETH COMMUNITY HOSPITAL,50042,California,61,16.2065,9
ST ELIZABETH COMMUNITY HOSPITAL,50042,California,58,20.5581,13
ST ELIZABETH COMMUNITY HOSPITAL,50042,California,48,18.2957,7
ALTA BATES SUMMIT MEDICAL CENTER,50043,California,46,21.2699,10
ALTA BATES SUMMIT MEDICAL CENTER,50043,California,33,13.9061,4
ALTA BATES SUMMIT MEDICAL CENTER,50043,California,185,21.7484,35
ALTA BATES SUMMIT MEDICAL CENTER,50043,California,83,16.8524,18
ALTA BATES SUMMIT MEDICAL CENTER,50043,California,106,16.2397,16
EL CENTRO REGIONAL MEDICAL CENTER,50045,California,76,21.1078,17
EL CENTRO REGIONAL MEDICAL CENTER,50045,California,21,20.335,4
EL CENTRO REGIONAL MEDICAL CENTER,50045,California,104,17.1938,20
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,50047,California,138,20.0345,30
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,50047,California,26,20.5914,7
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,50047,California,64,16.9071,9
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,50047,California,49,14.7875,7
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,50055,California,35,14.3965,7
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,50055,California,21,20.0508,5
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,50055,California,46,21.0275,10
ANTELOPE VALLEY HOSPITAL,50056,California,50,19.7413,13
ANTELOPE VALLEY HOSPITAL,50056,California,37,18.7906,9
ANTELOPE VALLEY HOSPITAL,50056,California,33,14.3652,8
ANTELOPE VALLEY HOSPITAL,50056,California,92,17.8481,17
KAWEAH HEALTH MEDICAL CENTER,50057,California,85,21.982,19
KAWEAH HEALTH MEDICAL CENTER,50057,California,37,12.885,5
KAWEAH HEALTH MEDICAL CENTER,50057,California,230,17.9873,43
KAWEAH HEALTH MEDICAL CENTER,50057,California,112,16.1942,17
KAWEAH HEALTH MEDICAL CENTER,50057,California,240,22.7988,51
KAWEAH HEALTH MEDICAL CENTER,50057,California,109,3.9884,4
GLENDALE MEM HOSPITAL & HLTH CENTER,50058,California,96,19.8534,22
GLENDALE MEM HOSPITAL & HLTH CENTER,50058,California,99,22.7567,25
GLENDALE MEM HOSPITAL & HLTH CENTER,50058,California,38,21.7833,5
GLENDALE MEM HOSPITAL & HLTH CENTER,50058,California,37,16.5942,8
COMMUNITY REGIONAL MEDICAL CENTER,50060,California,53,21.4546,15
COMMUNITY REGIONAL MEDICAL CENTER,50060,California,105,11.9936,13
COMMUNITY REGIONAL MEDICAL CENTER,50060,California,190,22.0151,47
COMMUNITY REGIONAL MEDICAL CENTER,50060,California,136,18.093,27
COMMUNITY REGIONAL MEDICAL CENTER,50060,California,71,15.3338,14
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,California,85,18.5933,18
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,California,79,22.1749,18
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,California,34,17.3127,7
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,California,30,20.2888,7
PROVIDENCE ST. JOSEPH HOSPITAL,50069,California,108,21.959,22
PROVIDENCE ST. JOSEPH HOSPITAL,50069,California,46,16.6908,7
PROVIDENCE ST. JOSEPH HOSPITAL,50069,California,123,18.11,18
PROVIDENCE ST. JOSEPH HOSPITAL,50069,California,30,22.2484,6
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,50075,California,19,22.4967,5
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,50075,California,35,20.9645,9
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,50075,California,24,17.9337,4
SCRIPPS MERCY HOSPITAL,50077,California,111,22.2765,29
SCRIPPS MERCY HOSPITAL,50077,California,52,21.3715,10
SCRIPPS MERCY HOSPITAL,50077,California,112,16.7753,15
SCRIPPS MERCY HOSPITAL,50077,California,29,13.8541,4
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,50078,California,27,20.7942,6
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,50078,California,37,15.4413,5
ST JOHNS REGIONAL MEDICAL CENTER,50082,California,35,21.7943,8
ST JOHNS REGIONAL MEDICAL CENTER,50082,California,137,17.9239,23
ST JOHNS REGIONAL MEDICAL CENTER,50082,California,13,13.7044,4
ST JOHNS REGIONAL MEDICAL CENTER,50082,California,167,23.0476,46
ST JOHNS REGIONAL MEDICAL CENTER,50082,California,62,17.1172,14
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,50084,California,125,21.6902,32
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,50084,California,33,20.4354,5
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,50084,California,91,15.0426,11
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,50084,California,35,12.9912,5
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,50084,California,94,17.9016,22
COMMUNITY HOSPITAL OF HUNTINGTON PARK,50091,California,13,22.6479,4
COMMUNITY HOSPITAL OF HUNTINGTON PARK,50091,California,27,23.2956,9
SAINT AGNES MEDICAL CENTER,50093,California,259,16.9144,48
SAINT AGNES MEDICAL CENTER,50093,California,140,20.5189,37
SAINT AGNES MEDICAL CENTER,50093,California,302,21.8446,72
SAINT AGNES MEDICAL CENTER,50093,California,107,14.8589,16
SAINT AGNES MEDICAL CENTER,50093,California,27,12.1901,4
SAINT AGNES MEDICAL CENTER,50093,California,104,4.3675,5
SAN ANTONIO REGIONAL HOSPITAL,50099,California,112,21.6549,22
SAN ANTONIO REGIONAL HOSPITAL,50099,California,62,17.2288,9
SAN ANTONIO REGIONAL HOSPITAL,50099,California,149,17.3136,26
SAN ANTONIO REGIONAL HOSPITAL,50099,California,29,19.2635,7
SHARP MEMORIAL HOSPITAL,50100,California,55,20.6638,11
SHARP MEMORIAL HOSPITAL,50100,California,141,20.587,29
SHARP MEMORIAL HOSPITAL,50100,California,49,14.0136,9
SHARP MEMORIAL HOSPITAL,50100,California,122,16.0317,19
SUTTER SOLANO MEDICAL CENTER,50101,California,41,16.6022,6
SUTTER SOLANO MEDICAL CENTER,50101,California,44,19.79,7
SUTTER SOLANO MEDICAL CENTER,50101,California,28,20.4736,6
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,50102,California,43,19.0919,12
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,50102,California,20,20.552,7
WHITE MEMORIAL MEDICAL CENTER,50103,California,37,18.2632,8
WHITE MEMORIAL MEDICAL CENTER,50103,California,52,23.7158,15
SAINT FRANCIS MEDICAL CENTER,50104,California,25,21.6068,6
SAINT FRANCIS MEDICAL CENTER,50104,California,46,23.5122,8
SAINT FRANCIS MEDICAL CENTER,50104,California,54,21.1779,10
MARIAN REGIONAL MEDICAL CENTER,50107,California,139,20.4205,27
MARIAN REGIONAL MEDICAL CENTER,50107,California,57,18.7142,9
MARIAN REGIONAL MEDICAL CENTER,50107,California,55,13.5603,7
MARIAN REGIONAL MEDICAL CENTER,50107,California,156,3.9515,6
MARIAN REGIONAL MEDICAL CENTER,50107,California,150,16.7303,22
"SUTTER MEDICAL CENTER, SACRAMENTO",50108,California,169,21.5094,36
"SUTTER MEDICAL CENTER, SACRAMENTO",50108,California,42,20.116,11
"SUTTER MEDICAL CENTER, SACRAMENTO",50108,California,97,12.5124,11
"SUTTER MEDICAL CENTER, SACRAMENTO",50108,California,154,3.7805,7
"SUTTER MEDICAL CENTER, SACRAMENTO",50108,California,86,17.1681,12
"SUTTER MEDICAL CENTER, SACRAMENTO",50108,California,144,14.4621,18
LOMPOC VALLEY MEDICAL CENTER,50110,California,30,18.2219,5
LOMPOC VALLEY MEDICAL CENTER,50110,California,25,15.389,4
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,50112,California,152,18.3365,29
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,50112,California,127,4.7259,8
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,50112,California,26,21.6798,4
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,50112,California,117,22.0334,25
PALOMAR HEALTH DOWNTOWN CAMPUS,50115,California,31,20.6538,7
PALOMAR HEALTH DOWNTOWN CAMPUS,50115,California,121,15.8212,21
PALOMAR HEALTH DOWNTOWN CAMPUS,50115,California,53,12.9223,8
PALOMAR HEALTH DOWNTOWN CAMPUS,50115,California,104,20.3849,19
NORTHRIDGE HOSPITAL MEDICAL CENTER,50116,California,73,19.9556,12
NORTHRIDGE HOSPITAL MEDICAL CENTER,50116,California,96,23.6764,21
NORTHRIDGE HOSPITAL MEDICAL CENTER,50116,California,23,22.5288,5
NORTHRIDGE HOSPITAL MEDICAL CENTER,50116,California,47,17.9033,8
DOCTORS HOSPITAL OF MANTECA,50118,California,34,18.1541,7
DOCTORS HOSPITAL OF MANTECA,50118,California,46,20.0351,10
DOCTORS HOSPITAL OF MANTECA,50118,California,49,16.0374,9
ADVENTIST HEALTH HANFORD,50121,California,109,16.0343,16
ADVENTIST HEALTH HANFORD,50121,California,114,20.5435,26
ADVENTIST HEALTH HANFORD,50121,California,23,15.278,5
ADVENTIST HEALTH HANFORD,50121,California,58,19.4183,12
DAMERON HOSPITAL,50122,California,28,20.9256,7
DAMERON HOSPITAL,50122,California,33,17.1395,5
USC VERDUGO HILLS HOSPITAL,50124,California,62,20.8639,14
USC VERDUGO HILLS HOSPITAL,50124,California,100,17.1888,21
USC VERDUGO HILLS HOSPITAL,50124,California,28,20.6254,5
REGIONAL MEDICAL CENTER OF SAN JOSE,50125,California,35,19.8993,7
REGIONAL MEDICAL CENTER OF SAN JOSE,50125,California,137,19.9915,35
REGIONAL MEDICAL CENTER OF SAN JOSE,50125,California,35,15.8465,5
REGIONAL MEDICAL CENTER OF SAN JOSE,50125,California,158,16.7755,34
VALLEY PRESBYTERIAN HOSPITAL,50126,California,70,19.9984,17
VALLEY PRESBYTERIAN HOSPITAL,50126,California,81,22.3706,20
VALLEY PRESBYTERIAN HOSPITAL,50126,California,18,15.8966,4
WOODLAND MEMORIAL HOSPITAL,50127,California,29,14.8433,4
WOODLAND MEMORIAL HOSPITAL,50127,California,18,21.5099,5
TRI-CITY MEDICAL CENTER,50128,California,97,15.9888,13
TRI-CITY MEDICAL CENTER,50128,California,64,19.6984,11
TRI-CITY MEDICAL CENTER,50128,California,29,20.3477,5
TRI-CITY MEDICAL CENTER,50128,California,39,13.4488,6
ST BERNARDINE MEDICAL CENTER,50129,California,38,21.7845,6
ST BERNARDINE MEDICAL CENTER,50129,California,47,19.3204,11
ST BERNARDINE MEDICAL CENTER,50129,California,27,17.9156,6
NOVATO COMMUNITY HOSPITAL,50131,California,35,20.0033,7
NOVATO COMMUNITY HOSPITAL,50131,California,30,14.7616,4
